CARGO;FICHA;PROCESO(S);SUBPROCESOS
ANALISTA II;TP-DE-2012;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Asistencia al Usuario; Recaudo."
ANALISTA I;TP-DE-2013;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Asistencia al Usuario; Recaudo."
FACILITADOR IV;TP-DE-1014;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Asistencia al Usuario; Recaudo."
FACILITADOR III;TP-DE-1015;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Asistencia al Usuario; Recaudo."
FACILITADOR II;TP-DE-1016;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Asistencia al Usuario; Recaudo."
FACILITADOR I;TP-DE-1017;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Asistencia al Usuario; Recaudo."
FACILITADOR IV;AF-RA-1008;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Asistencia al Usuario; Recaudo."
FACILITADOR III;AF-RA-1009;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Asistencia al Usuario; Recaudo."
FACILITADOR II;AF-RA-1011;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Asistencia al Usuario; Recaudo."
INSPECTOR IV;TP-AD-3001;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
INSPECTOR III;TP-AD-3002;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
INSPECTOR II;TP-AD-3003;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
INSPECTOR I;TP-AD-3004;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
GESTOR IV;TP-AD-3005;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
GESTOR III;TP-AD-3006;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
GESTOR II;TP-AD-3007;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
GESTOR I;TP-AD-3008;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
ANALISTA V;TP-AD-2009;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
ANALISTA IV;TP-AD-2010;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
ANALISTA III;TP-AD-2011;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
ANALISTA II;TP-AD-2012;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
ANALISTA I;TP-AD-2013;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
FACILITADOR IV;TP-AD-1014;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
FACILITADOR III;TP-AD-1015;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
FACILITADOR II;TP-AD-1016;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
INSPECTOR IV;TP-DE-3001;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
INSPECTOR III;TP-DE-3002;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
INSPECTOR II;TP-DE-3003;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
INSPECTOR I;TP-DE-3004;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
GESTOR IV;TP-DE-3005;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
GESTOR III;TP-DE-3006;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
GESTOR II;TP-DE-3007;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
GESTOR I;TP-DE-3008;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
ANALISTA V;TP-DE-2009;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
ANALISTA IV;TP-DE-2010;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
ANALISTA III;TP-DE-2011;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
ANALISTA II;TP-DE-2012;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
ANALISTA I;TP-DE-2013;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
FACILITADOR IV;TP-DE-1014;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
FACILITADOR III;TP-DE-1015;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
FACILITADOR II;TP-DE-1016;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
FACILITADOR I;TP-DE-1017;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
FACILITADOR IV;AF-RA-1008;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
FACILITADOR III;AF-RA-1009;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
FACILITADOR II;AF-RA-1011;"Cercanía con el ciudadano; Cumplimiento de obligaciones tributarias.";"Factura electronica y servicios digitales; Recaudo."
INSPECTOR IV;TP-AD-3001;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
INSPECTOR III;TP-AD-3002;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
INSPECTOR II;TP-AD-3003;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
INSPECTOR I;TP-AD-3004;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
GESTOR IV;TP-AD-3005;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
GESTOR III;TP-AD-3006;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
GESTOR II;TP-AD-3007;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
GESTOR I;TP-AD-3008;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
ANALISTA V;TP-AD-2009;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
ANALISTA IV;TP-AD-2010;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
ANALISTA III;TP-AD-2011;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
ANALISTA II;TP-AD-2012;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
ANALISTA I;TP-AD-2013;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
FACILITADOR IV;TP-AD-1014;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
FACILITADOR III;TP-AD-1015;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
FACILITADOR II;TP-AD-1016;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
INSPECTOR IV;TP-DE-3001;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
INSPECTOR III;TP-DE-3002;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
INSPECTOR II;TP-DE-3003;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
INSPECTOR I;TP-DE-3004;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
GESTOR IV;TP-DE-3005;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
GESTOR III;TP-DE-3006;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
GESTOR II;TP-DE-3007;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
GESTOR I;TP-DE-3008;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
ANALISTA V;TP-DE-2009;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
ANALISTA IV;TP-DE-2010;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
ANALISTA III;TP-DE-2011;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
ANALISTA II;TP-DE-2012;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
ANALISTA I;TP-DE-2013;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
FACILITADOR IV;TP-DE-1014;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
FACILITADOR III;TP-DE-1015;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
FACILITADOR II;TP-DE-1016;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
FACILITADOR I;TP-DE-1017;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
FACILITADOR IV;AF-RA-1008;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
FACILITADOR III;AF-RA-1009;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
FACILITADOR II;AF-RA-1011;Cumplimiento de obligaciones tributarias;Recaudo-Devoluciones.
INSPECTOR IV;TP-AD-3001;Cumplimiento de obligaciones tributarias;Administración de Cartera.
INSPECTOR III;TP-AD-3002;Cumplimiento de obligaciones tributarias;Administración de Cartera.
INSPECTOR II;TP-AD-3003;Cumplimiento de obligaciones tributarias;Administración de Cartera.
INSPECTOR I;TP-AD-3004;Cumplimiento de obligaciones tributarias;Administración de Cartera.
GESTOR IV;TP-AD-3005;Cumplimiento de obligaciones tributarias;Administración de Cartera.
GESTOR III;TP-AD-3006;Cumplimiento de obligaciones tributarias;Administración de Cartera.
GESTOR II;TP-AD-3007;Cumplimiento de obligaciones tributarias;Administración de Cartera.
GESTOR I;TP-AD-3008;Cumplimiento de obligaciones tributarias;Administración de Cartera.
ANALISTA V;TP-AD-2009;Cumplimiento de obligaciones tributarias;Administración de Cartera.
ANALISTA IV;TP-AD-2010;Cumplimiento de obligaciones tributarias;Administración de Cartera.
ANALISTA III;TP-AD-2011;Cumplimiento de obligaciones tributarias;Administración de Cartera.
ANALISTA II;TP-AD-2012;Cumplimiento de obligaciones tributarias;Administración de Cartera.
ANALISTA I;TP-AD-2013;Cumplimiento de obligaciones tributarias;Administración de Cartera.
FACILITADOR IV;TP-AD-1014;Cumplimiento de obligaciones tributarias;Administración de Cartera.
FACILITADOR III;TP-AD-1015;Cumplimiento de obligaciones tributarias;Administración de Cartera.
FACILITADOR II;TP-AD-1016;Cumplimiento de obligaciones tributarias;Administración de Cartera.
INSPECTOR IV;TP-DE-3001;Cumplimiento de obligaciones tributarias;Administración de Cartera.
INSPECTOR III;TP-DE-3002;Cumplimiento de obligaciones tributarias;Administración de Cartera.
INSPECTOR II;TP-DE-3003;Cumplimiento de obligaciones tributarias;Administración de Cartera.
INSPECTOR I;TP-DE-3004;Cumplimiento de obligaciones tributarias;Administración de Cartera.
GESTOR IV;TP-DE-3005;Cumplimiento de obligaciones tributarias;Administración de Cartera.
GESTOR III;TP-DE-3006;Cumplimiento de obligaciones tributarias;Administración de Cartera.
GESTOR II;TP-DE-3007;Cumplimiento de obligaciones tributarias;Administración de Cartera.
GESTOR I;TP-DE-3008;Cumplimiento de obligaciones tributarias;Administración de Cartera.
ANALISTA V;TP-DE-2009;Cumplimiento de obligaciones tributarias;Administración de Cartera.
ANALISTA IV;TP-DE-2010;Cumplimiento de obligaciones tributarias;Administración de Cartera.
ANALISTA III;TP-DE-2011;Cumplimiento de obligaciones tributarias;Administración de Cartera.
ANALISTA II;TP-DE-2012;Cumplimiento de obligaciones tributarias;Administración de Cartera.
ANALISTA I;TP-DE-2013;Cumplimiento de obligaciones tributarias;Administración de Cartera.
FACILITADOR IV;TP-DE-1014;Cumplimiento de obligaciones tributarias;Administración de Cartera.
FACILITADOR III;TP-DE-1015;Cumplimiento de obligaciones tributarias;Administración de Cartera.
FACILITADOR II;TP-DE-1016;Cumplimiento de obligaciones tributarias;Administración de Cartera.
FACILITADOR I;TP-DE-1017;Cumplimiento de obligaciones tributarias;Administración de Cartera.
FACILITADOR IV;AF-RA-1008;Cumplimiento de obligaciones tributarias;Administración de Cartera.
FACILITADOR III;AF-RA-1009;Cumplimiento de obligaciones tributarias;Administración de Cartera.
FACILITADOR II;AF-RA-1011;Cumplimiento de obligaciones tributarias;Administración de Cartera.
INSPECTOR IV;TP-AD-3001;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
INSPECTOR III;TP-AD-3002;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
INSPECTOR II;TP-AD-3003;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
INSPECTOR I;TP-AD-3004;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
GESTOR IV;TP-AD-3005;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
GESTOR III;TP-AD-3006;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
GESTOR II;TP-AD-3007;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
GESTOR I;TP-AD-3008;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
ANALISTA V;TP-AD-2009;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
ANALISTA IV;TP-AD-2010;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
ANALISTA III;TP-AD-2011;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
ANALISTA II;TP-AD-2012;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
ANALISTA I;TP-AD-2013;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
FACILITADOR IV;TP-AD-1014;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
FACILITADOR III;TP-AD-1015;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
FACILITADOR II;TP-AD-1016;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
INSPECTOR IV;TP-DE-3001;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
INSPECTOR III;TP-DE-3002;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
INSPECTOR II;TP-DE-3003;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
INSPECTOR I;TP-DE-3004;Cumplimiento de obligaciones tributarias, cumplimiento de obligaciones aduaneras y cambiarias;Gestión del riesgo y programas
